LOCUS	CLASS	MEAN	SEM	CI_95	DF	NUM_BC	CHIP_READS	CRX_MOTIFN	CRX_MOTIF_SUM	GC_FRAC	ORCHID_SUM	PHOTOR_GENE	OCCUPANCY_6	OCCUPANCY_9	AAAA	CCCGGGGC_FREQ	NRL_MOTIFN	NRL_MOTIF_SCORE
chr1_49181519_UBR	UBR	0.07508077	0.005707124	0.01243474	12	3	NA	1	11.25561154	0.5	32.81908333	NA	0.970148398	1.092878146	0	0.240963855	1	11.5095038
chr1_5060388_CBRM	CBRM	0.675315517	0.055853372	0.121693885	12	3	121	1	10.69794889	0.459183673	32.41108333	3	2.014685273	4.23812948	0	0.204819277	0	0
chr1_5060388_CBRMUT	CBRMUT	0.588516414	0.035811704	0.078026898	12	3	NA	0	0	0.469387755	33.39408333	NA	1.203265401	3.248764447	0	0.21686747	0	0
chr1_51535247_CBRM	CBRM	0.824046311	0.054459452	0.118656799	12	3	34	1	10.97446653	0.642857143	43.93808333	0	1.05305607	1.884417033	0	0.457831325	0	0
chr1_51535247_CBRMUT	CBRMUT	0.988833403	0.09589751	0.208942454	12	3	NA	0	0	0.653061224	44.70420833	NA	0.123358086	0.763745569	0	0.469879518	0	0
chr1_51535247_SCRCBRM	SCRCBRM	0.073858282	0.005142556	0.011204652	12	3	NA	1	10.34472878	0.642857143	43.41033333	NA	0.822553157	1.295054039	0	0.445783133	0	0
chr1_51920829_UBR	UBR	0.201683947	0.009253964	0.022643618	6	2	NA	1	12.07981953	0.306122449	21.22645833	NA	1.05504274	1.903231378	0	0.084337349	0	0
chr1_53834910_CBRM	CBRM	0.034176089	0.003015296	0.006569756	12	3	50	2	23.63885466	0.448979592	30.08195833	1	2.542286074	3.623532377	0	0.192771084	0	0
chr1_53834910_CBRMUT	CBRMUT	0.593494547	0.034659932	0.075517406	12	3	NA	0	0	0.469387755	31.42570833	NA	0.675891827	1.230327374	0	0.204819277	0	0
chr1_53834910_SCRCBRM	SCRCBRM	0.403142749	0.082653829	0.18008699	12	3	NA	0	0	0.448979592	29.89745833	NA	0.874431437	2.778846754	0	0.192771084	0	0
chr1_53835449_CBRM	CBRM	3.025588088	0.12076534	0.26312473	12	3	32	2	23.20418653	0.43877551	31.83058333	1	2.042963875	2.687350314	0	0.144578313	0	0
chr1_53835449_CBRMUT	CBRMUT	1.519866866	0.149077565	0.32481169	12	3	NA	0	0	0.459183673	33.73770833	NA	0.087740941	0.705233696	0	0.144578313	0	0
chr1_53835449_SCRCBRM	SCRCBRM	0.791310093	0.076807234	0.167348371	12	3	NA	0	0	0.43877551	31.42008333	NA	0.225851696	1.031813865	0	0.144578313	3	31.07777468
chr1_54883973_CBRNO	CBRNO	0.8903891	0.130417463	0.284154874	12	3	27	0	0	0.408163265	26.74508333	0	0.830575671	2.146854571	0	0.108433735	0	0
chr1_54883973_SCRCBRNO	SCRCBRNO	1.073072221	0.065796329	0.143357699	12	3	NA	0	0	0.408163265	25.69945833	NA	0.734742325	1.857726827	0	0.108433735	3	34.16041544
chr1_58780070_CBRM	CBRM	1.637148052	0.05402621	0.117712847	12	3	39	1	12.83353649	0.5	33.63945833	3	1.001673988	1.126804674	0	0.180722892	4	50.25933319
chr1_58780070_CBRMUT	CBRMUT	1.386843893	0.073793367	0.160781725	12	3	NA	0	0	0.510204082	34.37933333	NA	0.00702845	0.131194289	0	0.180722892	4	50.25933319
chr1_60186979_SCRUBR	SCRUBR	0.773069159	0.071281664	0.155309203	12	3	NA	0	0	0.459183673	27.73045833	NA	0.186082863	1.791849235	1	0.204819277	0	0
chr1_60186979_UBR	UBR	2.189738046	0.144981461	0.315887057	12	3	NA	2	29.25996518	0.459183673	27.14933333	NA	2.096492383	2.698389438	1	0.21686747	0	0
chr1_60330831_CBRM	CBRM	0.794575908	0.137827872	0.300300745	12	3	29	1	15.76968089	0.418367347	26.31195833	0	1.635504478	2.554111752	1	0.192771084	0	0
chr1_60330831_CBRMUT	CBRMUT	0.571434075	0.040555632	0.088363017	12	3	NA	0	0	0.428571429	26.88958333	NA	0.637432064	1.570093313	1	0.192771084	0	0
chr1_60974739_SCRUBR	SCRUBR	1.513220263	0.037629545	0.081987629	12	3	NA	2	21.16125878	0.479591837	28.01295833	NA	1.822537766	2.151000816	0	0.21686747	0	0
chr1_60974739_UBR	UBR	0.210983594	0.063524905	0.138408698	12	3	NA	3	32.03611737	0.479591837	28.89258333	NA	2.772028372	3.833297451	0	0.21686747	0	0
chr1_63210639_UBR	UBR	0.171324884	0.011716621	0.025528292	12	3	NA	1	10.20194783	0.295918367	18.23495833	NA	1.395924208	3.530395716	0	0.072289157	0	0
chr1_64594156_CBRM	CBRM	0.079848825	0.009524137	0.020751285	12	3	39	1	14.90476851	0.428571429	27.32120833	0	1.053588943	1.850848268	0	0.204819277	1	11.96002502
chr1_64594156_CBRMUT	CBRMUT	0.611871018	0.060974198	0.132851192	12	3	NA	0	0	0.43877551	28.06108333	NA	0.056488133	0.859468734	0	0.204819277	1	11.96002502
chr1_64594156_SCRCBRM	SCRCBRM	1.284117274	0.085558641	0.186416022	12	3	NA	1	11.94857499	0.428571429	27.05133333	NA	1.425890718	2.496480833	0	0.204819277	1	11.06120385
chr1_64737292_CBRNO	CBRNO	0.908780576	0.027762567	0.060489359	12	3	52	0	0	0.642857143	44.49758333	0	0.000603604	0.01207163	0	0.457831325	0	0
chr1_64737292_SCRCBRNO	SCRCBRNO	0.19573124	0.016623209	0.036218813	12	3	NA	0	0	0.642857143	44.89808333	NA	0.017107657	0.278488098	0	0.457831325	0	0
chr1_64992821_CBRM	CBRM	4.685149795	0.214740228	0.467878157	12	3	34	1	11.6507978	0.489795918	34.53620833	0	1.121050068	1.937849196	0	0.228915663	2	24.54671417
chr1_64992821_CBRMUT	CBRMUT	2.054634709	0.099357895	0.216481976	12	3	NA	0	0	0.5	35.35958333	NA	0.029431312	0.469417723	0	0.228915663	2	24.54671417
chr1_64992821_SCRCBRM	SCRCBRM	0.391569352	0.073297985	0.159702382	12	3	NA	1	10.97446653	0.489795918	35.59145833	NA	0.926295486	1.073663537	0	0.228915663	1	11.5095038
chr1_66680137_CBRNO	CBRNO	0.625684515	0.07793225	0.169799567	12	3	44	0	0	0.530612245	34.66095833	0	0.454527292	1.547134239	0	0.21686747	2	20.78256941
chr1_67967509_SCRUBR	SCRUBR	0.603930713	0.046713098	0.101778966	12	3	NA	0	0	0.326530612	18.15308333	NA	0.111879207	1.185540102	0	0.108433735	0	0
chr1_67967509_UBR	UBR	0.027772547	0.012768406	0.031243141	6	2	NA	2	23.36839091	0.326530612	20.10570833	NA	2.054174743	2.788584213	0	0.108433735	0	0
chr1_6980109_SCRUBR	SCRUBR	0.683679454	0.036291618	0.07907254	12	3	NA	0	0	0.408163265	23.45045833	NA	0.548686062	1.504461013	1	0.180722892	2	29.94776563
chr1_6980109_UBR	UBR	0.779399029	0.026422149	0.057568842	12	3	NA	2	22.18718011	0.408163265	23.95658333	NA	1.90405974	2.242057633	2	0.180722892	0	0
chr1_71632479_UBR	UBR	0.463648397	0.045037545	0.098128254	12	3	NA	1	10.93156857	0.408163265	24.50695833	NA	0.938334409	1.42522925	0	0.108433735	0	0
chr1_74342136_CBRM	CBRM	3.750291011	0.163345941	0.355899769	12	3	31	2	26.04517419	0.530612245	30.57833333	2	2.084702845	2.724165341	0	0.265060241	0	0
chr1_74342136_CBRMUT	CBRMUT	0.863211574	0.073985857	0.161201125	12	3	NA	0	0	0.551020408	32.47070833	NA	0.119290713	0.826486878	0	0.265060241	0	0
chr1_74433539_CBRNO	CBRNO	2.019548764	0.073402544	0.159930198	12	3	30	0	0	0.56122449	37.15483333	0	0.058221507	0.556874552	0	0.289156627	1	10.56524636
chr1_74433539_SCRCBRNO	SCRCBRNO	1.405711376	0.08429594	0.183664836	12	3	NA	0	0	0.56122449	37.25683333	NA	0.000579487	0.011597514	0	0.289156627	0	0
chr1_74484420_CBRNO	CBRNO	7.603021833	0.851292042	2.083035011	6	2	30	0	0	0.510204082	36.71283333	0	0.788804318	2.074115291	0	0.21686747	0	0
chr1_74905095_CBRNO	CBRNO	0.102758726	0.008988732	0.019584738	12	3	43	0	0	0.602040816	41.47745833	3	0.034006609	0.430517302	0	0.409638554	0	0
chr1_75313598_CBRM	CBRM	2.92232671	0.114028948	0.248447412	12	3	23	1	11.41981592	0.571428571	31.59520833	0	2.14777794	3.492866836	0	0.361445783	0	0
chr1_75313598_CBRMUT	CBRMUT	1.828690159	0.120659672	0.2628945	12	3	NA	0	0	0.581632653	32.50195833	NA	1.134841807	2.105075236	0	0.361445783	0	0
chr1_75313598_SCRCBRM	SCRCBRM	2.285114695	0.16834103	0.36678312	12	3	NA	1	10.27157268	0.571428571	30.63033333	NA	1.798734493	3.282416955	0	0.361445783	0	0
chr1_75454566_CBRM	CBRM	0.02136563	0.003013524	0.006565897	12	3	44	2	21.52718421	0.469387755	29.05370833	2	2.173083343	4.889358094	0	0.277108434	1	11.5095038
chr1_75454566_CBRMUT	CBRMUT	0.393863731	0.034192597	0.074499171	12	3	NA	0	0	0.489795918	31.09120833	NA	0.316289674	2.81975803	0	0.277108434	1	11.5095038
chr1_75454566_SCRCBRM	SCRCBRM	1.265832921	0.089470962	0.194940226	12	3	NA	2	23.04459241	0.469387755	29.68545833	NA	2.077584248	3.402526795	1	0.277108434	0	0
chr1_75460523_CBRM	CBRM	1.314638885	0.048534032	0.105746435	12	3	99	1	14.90476851	0.540816327	35.22458333	2	1.084563875	1.691071804	0	0.265060241	0	0
chr1_75460523_CBRMUT	CBRMUT	1.587675817	0.153366406	0.334156259	12	3	NA	0	0	0.551020408	35.96445833	NA	0.086777849	0.68610951	0	0.265060241	0	0
chr1_75460523_SCRCBRM	SCRCBRM	1.092186166	0.038552893	0.08399943	12	3	NA	0	0	0.540816327	36.94520833	NA	0.685019083	1.170982934	0	0.289156627	2	22.29641413
chr1_76163232_CBRM	CBRM	0.161636329	0.019702991	0.042929075	12	3	83	2	23.33543106	0.469387755	32.81470833	0	2.729217758	3.393799307	0	0.228915663	0	0
chr1_76163232_CBRMUT	CBRMUT	0.881642452	0.022694402	0.04944679	12	3	NA	0	0	0.489795918	34.55495833	NA	0.773298419	1.376980745	0	0.228915663	0	0
chr1_77214129_UBR	UBR	0.56707314	0.098218103	0.252477492	5	1	NA	3	34.65114312	0.295918367	14.60458333	NA	4.343120494	5.840460702	1	0.084337349	0	0
chr1_77573099_SCRUBR	SCRUBR	0.819873734	0.054785255	0.119366662	12	3	NA	0	0	0.408163265	26.30045833	NA	0.362682842	1.749385966	1	0.144578313	0	0
chr1_77573099_UBR	UBR	1.771448485	0.49866616	1.086498817	12	3	NA	1	12.07981953	0.408163265	26.95470833	NA	1.063939831	1.635022655	1	0.144578313	0	0
chr1_80546119_UBR	UBR	0.609471998	0.049847674	0.108608612	12	3	NA	2	21.04267767	0.428571429	26.87058333	NA	1.625060053	2.140647132	0	0.168674699	0	0
chr1_82743163_CBRM	CBRM	0.025717074	0.002050554	0.004467768	12	3	66	1	11.6507978	0.397959184	30.23195833	0	2.025216592	5.059289547	0	0.108433735	1	10.34472878
chr1_82743163_CBRMUT	CBRMUT	2.617619679	0.147663772	0.321731304	12	3	NA	0	0	0.408163265	31.05533333	NA	1.035697084	4.049844625	0	0.108433735	1	10.34472878
chr1_82743163_SCRCBRM	SCRCBRM	0.252589002	0.088753843	0.193377761	12	3	NA	1	11.25561154	0.397959184	28.50595833	NA	2.144268524	4.455707619	0	0.108433735	1	12.27335709
chr1_84412827_CBRM	CBRM	0.922985033	0.032882689	0.071645132	12	3	24	2	25.66707297	0.418367347	23.35508333	0	2.835121489	4.605943252	0	0.168674699	1	10.34472878
chr1_84412827_CBRMUT	CBRMUT	0.924985065	0.117459755	0.25592249	12	3	NA	0	0	0.43877551	24.83483333	NA	0.845830711	2.614728455	0	0.168674699	1	10.34472878
chr1_84412827_SCRCBRM	SCRCBRM	2.388448257	0.09357084	0.203873081	12	3	NA	2	26.98056859	0.418367347	23.24683333	NA	2.268462402	3.322583133	1	0.168674699	0	0
chr1_87500826_CBRNO	CBRNO	0.779681248	0.020656624	0.045006858	12	3	20	0	0	0.510204082	36.82033333	0	0.000474609	0.009489293	0	0.204819277	0	0
chr1_87500826_SCRCBRNO	SCRCBRNO	0.994452821	0.057915238	0.1261863	12	3	NA	0	0	0.510204082	38.01720833	NA	0.00782241	0.14320437	0	0.204819277	1	11.5095038
chr1_88160119_SCRUBR	SCRUBR	0.615319479	0.040516538	0.088277839	12	3	NA	0	0	0.489795918	30.08808333	NA	0.607300312	1.489685054	1	0.204819277	1	10.56524636
chr1_88160119_UBR	UBR	0.338124398	0.04575244	0.099685873	12	3	NA	1	10.20194783	0.489795918	30.54608333	NA	1.184984422	2.309781037	1	0.192771084	0	0
chr1_88448607_CBRNO	CBRNO	1.973132279	0.101890196	0.221999378	12	3	51	0	0	0.510204082	34.87770833	0	0.002015169	0.040142708	0	0.21686747	1	12.61868561
chr1_90174128_CBRNO	CBRNO	0.575628731	0.063892286	0.139209152	12	3	55	0	0	0.571428571	34.60095833	0	0.041321153	0.481715535	1	0.385542169	0	0
chr1_90174128_SCRCBRNO	SCRCBRNO	0.210066903	0.015098976	0.032897801	12	3	NA	0	0	0.571428571	35.04033333	NA	0.056184895	0.76423789	1	0.385542169	0	0
chr1_91196799_UBR	UBR	0.052908596	0.003413881	0.007438198	12	3	NA	1	11.25561154	0.489795918	34.72195833	NA	1.005187345	1.472632436	0	0.21686747	0	0
chr1_93356230_SCRCBRM	SCRCBRM	0.171015576	0.013502755	0.029419937	12	3	NA	0	0	0.612244898	44.72295833	NA	0.051189987	0.576896792	0	0.397590361	2	22.29503257
chr1_95196952_CBRM	CBRM	7.827034648	0.238653645	0.519980949	12	3	41	2	23.83501308	0.448979592	33.62145833	0	1.847049672	2.411411208	0	0.144578313	0	0
chr1_95196952_CBRMUT	CBRMUT	1.458821277	0.038575006	0.084047609	12	3	NA	0	0	0.469387755	35.46620833	NA	0.02285466	0.39681882	0	0.144578313	0	0
chr1_95240148_CBRNO	CBRNO	0.341191296	0.029410057	0.064078926	12	3	20	0	0	0.530612245	33.52233333	0	0.006694822	0.128558985	0	0.325301205	0	0
chr1_95240148_SCRCBRNO	SCRCBRNO	0.787600344	0.05142377	0.112042624	12	3	NA	0	0	0.530612245	33.81558333	NA	0.002028946	0.040187881	1	0.325301205	0	0
chr10_105195109_UBR	UBR	0.660074122	0.10810424	0.235538598	12	3	NA	2	26.32382078	0.367346939	22.86008333	NA	2.002253515	2.240682325	1	0.120481928	0	0
chr10_10568149_SCRUBR	SCRUBR	1.372552977	0.070282551	0.153132325	12	3	NA	0	0	0.408163265	38.73958333	NA	0.755590382	1.963086054	0	0.060240964	0	0
chr10_10568149_UBR	UBR	1.594808174	0.156566603	0.383104387	6	2	NA	1	11.75664289	0.408163265	37.66308333	NA	1.413277832	1.990232567	0	0.060240964	0	0
chr10_107649099_SCRUBR	SCRUBR	0.675857688	0.031955232	0.06962438	12	3	NA	0	0	0.408163265	30.62858333	NA	0.177579019	1.668246221	0	0.144578313	0	0
chr10_107649099_UBR	UBR	0.351379789	0.015096886	0.032893246	12	3	NA	1	10.34472878	0.408163265	29.93708333	NA	1.544184002	2.745459855	0	0.144578313	1	10.34472878
chr10_107796189_SCRUBR	SCRUBR	0.287772088	0.042599155	0.092815465	12	3	NA	0	0	0.459183673	30.09295833	NA	0.304165754	1.324452941	0	0.204819277	0	0
chr10_107796189_UBR	UBR	0.066175982	0.005101538	0.011115282	12	3	NA	2	25.04738861	0.459183673	31.34608333	NA	2.006192984	2.583288302	0	0.21686747	0	0
chr10_107845166_CBRM	CBRM	1.759888436	0.114735518	0.249986893	12	3	31	2	23.76510506	0.479591837	28.44545833	0	2.656562429	3.726261662	1	0.228915663	0	0
chr10_107845166_CBRMUT	CBRMUT	1.066239882	0.041283035	0.10101587	6	2	NA	0	0	0.5	30.36183333	NA	0.760278688	1.734572808	1	0.240963855	0	0
chr10_107845166_SCRCBRM	SCRCBRM	1.639264815	0.084359777	0.183803926	12	3	NA	1	10.58062939	0.479591837	28.50595833	NA	0.937873497	1.410705537	1	0.228915663	1	11.5095038
chr10_108448985_CBRNO	CBRNO	3.172490312	0.259441717	0.565274207	12	3	96	0	0	0.489795918	33.07658333	0	1.074634764	1.958555783	0	0.228915663	0	0
chr10_109412229_UBR	UBR	0.080505515	0.035270506	0.090665657	5	1	NA	1	10.77169723	0.326530612	22.05370833	NA	0.964463324	1.1248303	0	0.096385542	0	0
chr10_110936109_UBR	UBR	0.842298124	0.048816882	0.106362711	12	3	NA	2	26.91008657	0.428571429	27.04295833	NA	1.923307643	2.490972849	0	0.168674699	0	0
chr10_111275879_SCRUBR	SCRUBR	0.168427681	0.017921593	0.039047747	12	3	NA	0	0	0.357142857	20.17083333	NA	0.42163363	2.677061193	1	0.156626506	0	0
chr10_111275879_UBR	UBR	0.565076489	0.177372418	0.386460798	12	3	NA	1	13.4902843	0.357142857	20.45220833	NA	1.714143022	3.074500234	1	0.156626506	0	0
chr10_111370065_CBRM	CBRM	0.039367808	0.009658798	0.021044685	12	3	22	2	22.52920438	0.459183673	30.59833333	0	1.902088366	2.17988917	1	0.192771084	1	10.34472878
chr10_111370065_CBRMUT	CBRMUT	0.147846005	0.015023538	0.032733436	12	3	NA	0	0	0.479591837	32.27120833	NA	0.004364709	0.08450234	1	0.204819277	1	10.34472878
chr10_113117999_UBR	UBR	1.386855464	0.071925397	0.156711774	12	3	NA	1	10.58062939	0.5	30.93645833	NA	0.933133772	1.487921256	0	0.253012048	0	0
chr10_114821859_CBRM	CBRM	0.065356519	0.006847024	0.014918364	12	3	51	1	10.34472878	0.62244898	42.06970833	0	0.825369376	0.992914171	0	0.373493976	0	0
chr10_114821859_CBRMUT	CBRMUT	0.065527243	0.010702539	0.0233188	12	3	NA	0	0	0.632653061	43.33683333	NA	0.000171969	0.003450621	0	0.373493976	0	0
chr10_114821859_SCRCBRM	SCRCBRM	0.187178353	0.015199405	0.033116615	12	3	NA	0	0	0.62244898	41.30558333	NA	0.000138119	0.002771508	0	0.373493976	0	0
chr10_114829093_CBRM	CBRM	0.056447134	0.017998579	0.039215484	12	3	41	1	11.25561154	0.397959184	26.24145833	0	2.052017043	3.44933166	0	0.144578313	0	0
chr10_114829093_CBRMUT	CBRMUT	0.182278376	0.029046548	0.063286909	12	3	NA	0	0	0.408163265	27.06483333	NA	1.03609385	2.081231257	0	0.144578313	0	0
chr10_114829093_SCRCBRM	SCRCBRM	0.707597413	0.05891926	0.128373874	12	3	NA	0	0	0.397959184	25.96533333	NA	0.202648889	1.677602833	0	0.144578313	1	10.21732305
chr10_117183525_CBRM	CBRM	0.176865457	0.015202009	0.033122289	12	3	50	1	10.97446653	0.551020408	32.38308333	3	1.002325547	1.50199985	0	0.289156627	0	0
chr10_117183525_CBRMUT	CBRMUT	0.849676228	0.088938802	0.193780751	12	3	NA	0	0	0.56122449	33.36870833	NA	0.033330669	0.504127228	0	0.289156627	0	0
chr10_117183525_SCRCBRM	SCRCBRM	0.375900434	0.026188122	0.057058941	12	3	NA	0	0	0.551020408	32.25195833	NA	0.92714655	1.359277164	0	0.301204819	0	0
chr10_117439033_CBRNO	CBRNO	0.822128752	0.048864059	0.106465501	12	3	44	0	0	0.489795918	41.55620833	0	0.001063309	0.021045558	0	0.13253012	1	11.06120385
chr10_117439033_SCRCBRNO	SCRCBRNO	0.578661326	0.029578089	0.064445037	12	3	NA	0	0	0.489795918	40.73708333	NA	0.008923662	0.154133951	0	0.144578313	1	12.61868561
chr10_117439489_CBRNO	CBRNO	0.086521033	0.023633407	0.051492704	12	3	43	1	10.20194783	0.489795918	32.23420833	0	2.810272806	4.216845678	0	0.265060241	0	0
chr10_117579620_CBRNO	CBRNO	0.820815985	0.053745036	0.117100222	12	3	63	0	0	0.5	33.55970833	1	0.030551598	0.395894666	0	0.240963855	0	0
chr10_117579620_SCRCBRNO	SCRCBRNO	0.686986034	0.10673854	0.232562999	12	3	NA	0	0	0.5	32.91870833	NA	0.412392446	0.997699273	0	0.240963855	0	0
chr10_118734379_SCRUBR	SCRUBR	0.798861692	0.084004474	0.183029787	12	3	NA	0	0	0.336734694	19.93945833	NA	0.761577076	2.060145286	1	0.108433735	0	0
chr10_118734379_UBR	UBR	1.488477568	0.054879263	0.119571486	12	3	NA	1	14.90476851	0.336734694	19.68370833	NA	1.283279408	2.685169702	2	0.108433735	0	0
chr10_120402591_CBRM	CBRM	1.623213302	0.172443895	0.375722484	12	3	22	1	12.83353649	0.479591837	32.59845833	0	1.594753996	3.721907429	0	0.21686747	1	11.96002502
chr10_120402591_CBRMUT	CBRMUT	0.268770326	0.035617502	0.07760377	12	3	NA	0	0	0.489795918	33.59883333	NA	0.603454954	2.724812156	0	0.21686747	1	11.96002502
chr10_120402591_SCRCBRM	SCRCBRM	0.244316088	0.02900897	0.063205034	12	3	NA	2	31.53936177	0.479591837	32.16058333	NA	2.628423799	4.023109895	0	0.21686747	0	0
chr10_120805979_CBRM	CBRM	0.705072862	0.129355616	0.316521551	6	2	24	2	21.77596439	0.479591837	35.99483333	0	1.950679769	2.672698697	0	0.204819277	0	0
chr10_120805979_CBRMUT	CBRMUT	2.014833183	0.238935948	0.520596032	12	3	NA	0	0	0.5	37.68583333	NA	0.093120016	0.677700674	0	0.204819277	0	0
chr10_120805979_SCRCBRM	SCRCBRM	0.79156565	0.040009527	0.087173158	12	3	NA	0	0	0.479591837	35.11120833	NA	0.114767248	0.739068079	0	0.204819277	0	0
chr10_122323908_CBRM	CBRM	1.88264738	0.133575636	0.291035931	12	3	59	1	10.69794889	0.510204082	33.43895833	0	0.865318802	1.632007955	0	0.228915663	0	0
chr10_122323908_CBRMUT	CBRMUT	2.1462822	0.131071498	0.285579891	12	3	NA	0	0	0.520408163	34.42195833	NA	0.053943598	0.643539352	0	0.240963855	0	0
chr10_123498399_UBR	UBR	0.053311771	0.025960358	0.056562688	12	3	NA	2	22.02730877	0.275510204	13.98933333	NA	1.967024654	2.17937796	3	0.060240964	0	0
chr10_12368579_UBR	UBR	0.371637544	0.043968177	0.095798305	12	3	NA	2	21.1335164	0.408163265	28.17508333	NA	1.762556698	2.625815035	1	0.13253012	0	0
chr10_125211289_SCRUBR	SCRUBR	1.615633931	0.142083316	0.30957255	12	3	NA	0	0	0.408163265	22.25808333	NA	0.698135432	2.602633234	2	0.204819277	0	0
chr10_125211289_UBR	UBR	1.089016868	0.078588621	0.171229674	12	3	NA	2	27.84950041	0.408163265	21.79995833	NA	2.504208083	3.005104097	2	0.192771084	0	0
chr10_126507343_CBRM	CBRM	0.289317434	0.009377856	0.020432567	12	3	39	1	12.07981953	0.520408163	34.42770833	0	1.003250837	1.230044719	0	0.265060241	1	10.07670019
chr10_126507343_CBRMUT	CBRMUT	0.475219622	0.035686066	0.077753158	12	3	NA	0	0	0.530612245	35.16758333	NA	0.011945181	0.200681005	0	0.265060241	1	10.07670019
chr10_127520197_CBRNO	CBRNO	0.25757842	0.014111525	0.030746331	12	3	33	0	0	0.428571429	28.87445833	0	0.451852676	1.176274172	0	0.204819277	0	0
chr10_127520197_SCRCBRNO	SCRCBRNO	0.953420528	0.148000639	0.322465273	12	3	NA	0	0	0.428571429	28.68958333	NA	0.998890075	1.894204169	0	0.204819277	0	0
chr10_127774612_SCRCBRM	SCRCBRM	0.258437531	0.085727445	0.186783814	12	3	NA	1	12.46396302	0.479591837	28.56820833	NA	1.711702616	2.726617826	1	0.228915663	0	0
chr10_128176029_UBR	UBR	0.395856746	0.031340417	0.068284814	12	3	NA	1	10.53282488	0.418367347	28.69883333	NA	1.22229428	1.923554164	1	0.120481928	0	0
chr10_12960533_CBRM	CBRM	0.290879695	0.085016339	0.185234449	12	3	31	1	12.07981953	0.5	32.92995833	0	2.065878344	3.988481491	0	0.240963855	0	0
chr10_12960533_CBRMUT	CBRMUT	0.037367969	0.015219481	0.033160358	12	3	NA	0	0	0.510204082	33.66983333	NA	1.076214607	2.991096027	0	0.240963855	0	0
chr10_12960533_SCRCBRM	SCRCBRM	0.129508318	0.010408522	0.022678192	12	3	NA	1	10.14857036	0.5	32.97308333	NA	1.537932207	2.938530033	0	0.253012048	0	0
chr10_18810943_CBRM	CBRM	0.201629752	0.023275956	0.050713885	12	3	101	1	11.14040568	0.43877551	30.65545833	1	1.132405515	2.172462491	0	0.156626506	0	0
chr10_18810943_CBRMUT	CBRMUT	0.79269923	0.046031627	0.100294168	12	3	NA	0	0	0.448979592	31.80795833	NA	0.025787844	0.419236928	0	0.156626506	0	0
chr10_18810943_SCRCBRM	SCRCBRM	1.0443578	0.023880295	0.052030625	12	3	NA	1	10.97446653	0.43877551	30.75570833	NA	0.991071009	1.341984571	0	0.156626506	0	0
chr10_18862292_CBRNO	CBRNO	0.446598481	0.018562372	0.040443881	12	3	38	0	0	0.418367347	28.22045833	1	0.460206628	1.88432539	1	0.156626506	0	0
chr10_19920655_CBRM	CBRM	0.59962879	0.033788982	0.073619772	12	3	25	2	24.59017937	0.428571429	26.56483333	0	2.032093879	2.651902257	0	0.168674699	0	0
chr10_19920655_CBRMUT	CBRMUT	0.530736325	0.047921168	0.104411121	12	3	NA	0	0	0.448979592	28.29033333	NA	0.052426306	0.654953162	0	0.168674699	0	0
chr10_19920655_SCRCBRM	SCRCBRM	0.065146845	0.016060021	0.034991735	12	3	NA	0	0	0.428571429	26.70558333	NA	0.025734588	0.459186329	0	0.168674699	0	0
chr10_21375949_UBR	UBR	0.483704071	0.026315008	0.057335402	12	3	NA	2	20.09785104	0.336734694	18.29458333	NA	1.848277985	2.836199136	0	0.108433735	0	0
chr10_21496579_UBR	UBR	2.984597775	0.219039343	0.477245111	12	3	NA	1	10.04892552	0.5	35.09020833	NA	0.920100231	1.726215934	0	0.21686747	0	0
chr10_23757115_CBRM	CBRM	0.002046748	0.000956375	0.002083759	12	3	22	1	10.58062939	0.428571429	28.30895833	0	1.866331575	3.595398667	0	0.21686747	0	0
chr10_23757115_CBRMUT	CBRMUT	0.018068214	0.007000514	0.01525279	12	3	NA	0	0	0.43877551	29.07508333	NA	0.963877414	2.578711373	0	0.228915663	0	0
chr10_23757115_SCRCBRM	SCRCBRM	1.208501769	0.474074451	1.160017516	6	2	NA	3	32.10927348	0.428571429	28.50270833	NA	3.252776525	5.552741898	0	0.204819277	0	0
chr10_25036558_CBRM	CBRM	6.184680505	0.37814624	0.823908809	12	3	34	1	12.83353649	0.43877551	31.32083333	0	1.086530559	1.772212181	0	0.204819277	0	0
chr10_25036558_CBRMUT	CBRMUT	3.980290021	0.391459032	0.852914854	12	3	NA	0	0	0.448979592	32.06070833	NA	0.09077723	0.75481219	0	0.204819277	0	0
chr10_25036558_SCRCBRM	SCRCBRM	0.630477706	0.046878491	0.102139325	12	3	NA	0	0	0.43877551	31.63533333	NA	0.111470891	1.200105421	0	0.204819277	0	0
chr10_30772209_SCRUBR	SCRUBR	0.142384433	0.03498079	0.085594846	6	2	NA	0	0	0.459183673	30.33858333	NA	1.093456407	2.791225188	0	0.21686747	0	0
